date,hash,command,mean,stddev,median,user,system,min,max
0821,22bdce67,target/release/rlox test/benchmark/fib.lox,7.25422741,0.04322729976197396,7.2356177200000005,7.23229528,0.0029902479999999996,7.20690377,7.32920157
0821,a9f49ca6,target/release/rlox test/benchmark/fib.lox,6.182764388500001,0.03870299160582344,6.1847567485,6.16421783,0.0009980025,6.1263179485000006,6.2603585485
0823,ae5dff4f,target/release/rlox test/benchmark/fib.lox,4.342451284999999,0.020650874299662128,4.336064974999999,4.321701464999999,0.0029874559999999994,4.325081624999999,4.392839524999999
0824,eff2bb78,target/release/rlox test/benchmark/fib.lox,3.1864708475,0.08475078052004335,3.1570212875,3.1674378999999995,0.0011545179999999998,3.1367506375,3.4202615375
0824,f59956a4,target/release/rlox test/benchmark/fib.lox,3.216240285,0.02864094001738688,3.210112755,3.1983683349999996,0.00099678,3.187525105,3.276459905
