date,hash,command,mean,stddev,median,user,system,min,max
0821,22bdce67,target/release/rlox test/benchmark/zoo.lox,3.5880924379999994,0.03129605276251831,3.5719926280000003,3.5694763800000002,0.000201951,3.565934928,3.655301528
